"","center","Beta","mu","eta","gamma","N","loglik"
"80",1,3.27586206896552e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"81",1,3.44827586206897e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"82",1,3.62068965517241e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2322.89854583925
"83",1,3.79310344827586e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"84",1,3.96551724137931e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2324.14030154196
"85",1,4.13793103448276e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2322.76363189422
"86",1,4.31034482758621e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2322.89854583925
"87",1,4.48275862068965e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"88",1,4.6551724137931e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2324.83344872252
"89",1,4.82758620689655e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"90",1,5e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-2322.07048471366
"91",1,0,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"92",1,1.72413793103448e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"93",1,3.44827586206897e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"94",1,5.17241379310345e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"95",1,6.89655172413793e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"96",1,8.62068965517241e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"97",1,1.03448275862069e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"98",1,1.20689655172414e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"99",1,1.37931034482759e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"100",1,1.55172413793103e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"101",1,1.72413793103448e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"102",1,1.89655172413793e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"103",1,2.06896551724138e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"104",1,2.24137931034483e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"105",1,2.41379310344828e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"106",1,2.58620689655172e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"107",1,2.75862068965517e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"108",1,2.93103448275862e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"109",1,3.10344827586207e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"110",1,3.27586206896552e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"111",1,3.44827586206897e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2324.565789284
"112",1,3.62068965517241e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"113",1,3.79310344827586e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2323.04681698343
"114",1,3.96551724137931e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2325.25893646456
"115",1,4.13793103448276e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2321.91210506664
"116",1,4.31034482758621e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2325.25893646456
"117",1,4.48275862068965e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2323.04681698343
"118",1,4.6551724137931e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"119",1,4.82758620689655e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2325.25893646456
"120",1,5e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-2324.565789284
"121",1,0,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"122",1,1.72413793103448e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"123",1,3.44827586206897e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"124",1,5.17241379310345e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"125",1,6.89655172413793e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"126",1,8.62068965517241e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"127",1,1.03448275862069e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"128",1,1.20689655172414e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"129",1,1.37931034482759e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"130",1,1.55172413793103e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"131",1,1.72413793103448e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"132",1,1.89655172413793e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.70006721626
"133",1,2.06896551724138e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"134",1,2.24137931034483e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.70006721626
"135",1,2.41379310344828e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"136",1,2.58620689655172e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"137",1,2.75862068965517e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"138",1,2.93103448275862e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"139",1,3.10344827586207e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.70006721626
"140",1,3.27586206896552e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.0069200357
"141",1,3.44827586206897e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.0069200357
"142",1,3.62068965517241e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.70006721626
"143",1,3.79310344827586e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"144",1,3.96551724137931e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.0069200357
"145",1,4.13793103448276e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2323.27113644787
"146",1,4.31034482758621e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2325.70006721626
"147",1,4.48275862068965e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2323.57819577803
"148",1,4.6551724137931e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"149",1,4.82758620689655e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"150",1,5e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1924.30343393628
"151",1,0,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"152",1,1.72413793103448e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"153",1,3.44827586206897e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"154",1,5.17241379310345e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"155",1,6.89655172413793e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"156",1,8.62068965517241e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"157",1,1.03448275862069e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"158",1,1.20689655172414e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2326.15803525161
"159",1,1.37931034482759e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"160",1,1.55172413793103e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"161",1,1.72413793103448e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"162",1,1.89655172413793e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"163",1,2.06896551724138e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"164",1,2.24137931034483e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"165",1,2.41379310344828e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"166",1,2.58620689655172e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2325.46488807105
"167",1,2.75862068965517e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2326.15803525161
"168",1,2.93103448275862e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2326.15803525161
"169",1,3.10344827586207e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"170",1,3.27586206896552e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2322.73174769986
"171",1,3.44827586206897e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"172",1,3.62068965517241e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2326.15803525161
"173",1,3.79310344827586e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2322.66875900582
"174",1,3.96551724137931e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2326.15803525161
"175",1,4.13793103448276e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2326.15803525161
"176",1,4.31034482758621e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2325.46488807105
"177",1,4.48275862068965e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2324.01111859246
"178",1,4.6551724137931e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2323.90061185617
"179",1,4.82758620689655e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-2325.46488807105
"180",1,5e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-644.841059909519
"181",1,0,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"182",1,1.72413793103448e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"183",1,3.44827586206897e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"184",1,5.17241379310345e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"185",1,6.89655172413793e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"186",1,8.62068965517241e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"187",1,1.03448275862069e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"188",1,1.20689655172414e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2326.63417705743
"189",1,1.37931034482759e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2326.63417705743
"190",1,1.55172413793103e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2326.63417705743
"191",1,1.72413793103448e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"192",1,1.89655172413793e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"193",1,2.06896551724138e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2323.12234967548
"194",1,2.24137931034483e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2326.63417705743
"195",1,2.41379310344828e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"196",1,2.58620689655172e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2324.58389210004
"197",1,2.75862068965517e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2324.58389210004
"198",1,2.93103448275862e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2326.63417705743
"199",1,3.10344827586207e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"200",1,3.27586206896552e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"201",1,3.44827586206897e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2326.63417705743
"202",1,3.62068965517241e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2325.94102987687
"203",1,3.79310344827586e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"204",1,3.96551724137931e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2325.53556476876
"205",1,4.13793103448276e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2323.15264635106
"206",1,4.31034482758621e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2322.9383328792
"207",1,4.48275862068965e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2325.53556476876
"208",1,4.6551724137931e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2325.94102987687
"209",1,4.82758620689655e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-610.193985899621
"210",1,5e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-2323.4029638588
"211",1,0,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"212",1,1.72413793103448e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"213",1,3.44827586206897e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"214",1,5.17241379310345e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"215",1,6.89655172413793e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"216",1,8.62068965517241e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"217",1,1.03448275862069e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"218",1,1.20689655172414e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"219",1,1.37931034482759e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"220",1,1.55172413793103e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"221",1,1.72413793103448e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"222",1,1.89655172413793e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"223",1,2.06896551724138e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"224",1,2.24137931034483e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"225",1,2.41379310344828e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"226",1,2.58620689655172e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2326.43684766884
"227",1,2.75862068965517e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"228",1,2.93103448275862e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"229",1,3.10344827586207e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2326.43684766884
"230",1,3.27586206896552e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"231",1,3.44827586206897e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2326.43684766884
"232",1,3.62068965517241e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"233",1,3.79310344827586e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2324.93479445642
"234",1,3.96551724137931e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"235",1,4.13793103448276e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"236",1,4.31034482758621e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2324.73375542255
"237",1,4.48275862068965e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2327.1299948494
"238",1,4.6551724137931e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-2324.93479445642
"239",1,4.82758620689655e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-504.327870257238
"240",1,5e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-569.347094535722
"241",1,0,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"242",1,1.72413793103448e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"243",1,3.44827586206897e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"244",1,5.17241379310345e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"245",1,6.89655172413793e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"246",1,8.62068965517241e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"247",1,1.03448275862069e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2327.64718515918
"248",1,1.20689655172414e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"249",1,1.37931034482759e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"250",1,1.55172413793103e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"251",1,1.72413793103448e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2326.95403797862
"252",1,1.89655172413793e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"253",1,2.06896551724138e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"254",1,2.24137931034483e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"255",1,2.41379310344828e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2327.64718515918
"256",1,2.58620689655172e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2348.63679485393
"257",1,2.75862068965517e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-2326.95403797862
