"","center","Beta","mu","eta","gamma","N","loglik"
"20",1,3.27586206896552e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"21",1,3.44827586206897e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"22",1,3.62068965517241e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"23",1,3.79310344827586e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"24",1,3.96551724137931e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"25",1,4.13793103448276e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"26",1,4.31034482758621e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"27",1,4.48275862068965e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"28",1,4.6551724137931e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"29",1,4.82758620689655e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"30",1,5e-07,0.5,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"31",1,0,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"32",1,1.72413793103448e-08,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"33",1,3.44827586206897e-08,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"34",1,5.17241379310345e-08,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"35",1,6.89655172413793e-08,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"36",1,8.62068965517241e-08,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"37",1,1.03448275862069e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"38",1,1.20689655172414e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"39",1,1.37931034482759e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"40",1,1.55172413793103e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"41",1,1.72413793103448e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"42",1,1.89655172413793e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"43",1,2.06896551724138e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"44",1,2.24137931034483e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"45",1,2.41379310344828e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"46",1,2.58620689655172e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"47",1,2.75862068965517e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"48",1,2.93103448275862e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"49",1,3.10344827586207e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"50",1,3.27586206896552e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"51",1,3.44827586206897e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"52",1,3.62068965517241e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"53",1,3.79310344827586e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"54",1,3.96551724137931e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"55",1,4.13793103448276e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"56",1,4.31034482758621e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"57",1,4.48275862068965e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"58",1,4.6551724137931e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"59",1,4.82758620689655e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"60",1,5e-07,0.483716475095785,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"61",1,0,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"62",1,1.72413793103448e-08,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"63",1,3.44827586206897e-08,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"64",1,5.17241379310345e-08,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"65",1,6.89655172413793e-08,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"66",1,8.62068965517241e-08,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"67",1,1.03448275862069e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"68",1,1.20689655172414e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"69",1,1.37931034482759e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"70",1,1.55172413793103e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"71",1,1.72413793103448e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"72",1,1.89655172413793e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"73",1,2.06896551724138e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"74",1,2.24137931034483e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"75",1,2.41379310344828e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"76",1,2.58620689655172e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"77",1,2.75862068965517e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"78",1,2.93103448275862e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"79",1,3.10344827586207e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"80",1,3.27586206896552e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"81",1,3.44827586206897e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"82",1,3.62068965517241e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"83",1,3.79310344827586e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"84",1,3.96551724137931e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"85",1,4.13793103448276e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"86",1,4.31034482758621e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"87",1,4.48275862068965e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"88",1,4.6551724137931e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"89",1,4.82758620689655e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"90",1,5e-07,0.467432950191571,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"91",1,0,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"92",1,1.72413793103448e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"93",1,3.44827586206897e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"94",1,5.17241379310345e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"95",1,6.89655172413793e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"96",1,8.62068965517241e-08,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"97",1,1.03448275862069e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"98",1,1.20689655172414e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"99",1,1.37931034482759e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"100",1,1.55172413793103e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"101",1,1.72413793103448e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"102",1,1.89655172413793e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"103",1,2.06896551724138e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"104",1,2.24137931034483e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"105",1,2.41379310344828e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"106",1,2.58620689655172e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"107",1,2.75862068965517e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"108",1,2.93103448275862e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"109",1,3.10344827586207e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"110",1,3.27586206896552e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"111",1,3.44827586206897e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"112",1,3.62068965517241e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"113",1,3.79310344827586e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"114",1,3.96551724137931e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"115",1,4.13793103448276e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"116",1,4.31034482758621e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"117",1,4.48275862068965e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"118",1,4.6551724137931e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"119",1,4.82758620689655e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"120",1,5e-07,0.451149425287356,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"121",1,0,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"122",1,1.72413793103448e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"123",1,3.44827586206897e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"124",1,5.17241379310345e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"125",1,6.89655172413793e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"126",1,8.62068965517241e-08,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"127",1,1.03448275862069e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"128",1,1.20689655172414e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"129",1,1.37931034482759e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"130",1,1.55172413793103e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"131",1,1.72413793103448e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"132",1,1.89655172413793e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"133",1,2.06896551724138e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"134",1,2.24137931034483e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"135",1,2.41379310344828e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"136",1,2.58620689655172e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"137",1,2.75862068965517e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"138",1,2.93103448275862e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"139",1,3.10344827586207e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"140",1,3.27586206896552e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"141",1,3.44827586206897e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"142",1,3.62068965517241e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"143",1,3.79310344827586e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"144",1,3.96551724137931e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"145",1,4.13793103448276e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"146",1,4.31034482758621e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"147",1,4.48275862068965e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"148",1,4.6551724137931e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"149",1,4.82758620689655e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"150",1,5e-07,0.434865900383142,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"151",1,0,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"152",1,1.72413793103448e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"153",1,3.44827586206897e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"154",1,5.17241379310345e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"155",1,6.89655172413793e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"156",1,8.62068965517241e-08,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"157",1,1.03448275862069e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"158",1,1.20689655172414e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"159",1,1.37931034482759e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"160",1,1.55172413793103e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"161",1,1.72413793103448e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"162",1,1.89655172413793e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"163",1,2.06896551724138e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"164",1,2.24137931034483e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"165",1,2.41379310344828e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"166",1,2.58620689655172e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"167",1,2.75862068965517e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"168",1,2.93103448275862e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"169",1,3.10344827586207e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"170",1,3.27586206896552e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"171",1,3.44827586206897e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"172",1,3.62068965517241e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"173",1,3.79310344827586e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1008.62359138328
"174",1,3.96551724137931e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"175",1,4.13793103448276e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"176",1,4.31034482758621e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"177",1,4.48275862068965e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-722.770116626794
"178",1,4.6551724137931e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-829.006725742148
"179",1,4.82758620689655e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"180",1,5e-07,0.418582375478927,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"181",1,0,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"182",1,1.72413793103448e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"183",1,3.44827586206897e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"184",1,5.17241379310345e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"185",1,6.89655172413793e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"186",1,8.62068965517241e-08,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"187",1,1.03448275862069e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"188",1,1.20689655172414e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"189",1,1.37931034482759e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"190",1,1.55172413793103e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"191",1,1.72413793103448e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"192",1,1.89655172413793e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"193",1,2.06896551724138e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"194",1,2.24137931034483e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"195",1,2.41379310344828e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"196",1,2.58620689655172e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"197",1,2.75862068965517e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"198",1,2.93103448275862e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"199",1,3.10344827586207e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"200",1,3.27586206896552e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"201",1,3.44827586206897e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"202",1,3.62068965517241e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"203",1,3.79310344827586e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"204",1,3.96551724137931e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1113.05796448585
"205",1,4.13793103448276e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-854.266668003731
"206",1,4.31034482758621e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"207",1,4.48275862068965e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"208",1,4.6551724137931e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"209",1,4.82758620689655e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1106.77422586178
"210",1,5e-07,0.402298850574713,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"211",1,0,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"212",1,1.72413793103448e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"213",1,3.44827586206897e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"214",1,5.17241379310345e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"215",1,6.89655172413793e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"216",1,8.62068965517241e-08,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"217",1,1.03448275862069e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"218",1,1.20689655172414e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"219",1,1.37931034482759e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"220",1,1.55172413793103e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"221",1,1.72413793103448e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"222",1,1.89655172413793e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"223",1,2.06896551724138e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"224",1,2.24137931034483e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"225",1,2.41379310344828e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1113.40305115455
"226",1,2.58620689655172e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1145.52905204155
"227",1,2.75862068965517e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"228",1,2.93103448275862e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"229",1,3.10344827586207e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"230",1,3.27586206896552e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"231",1,3.44827586206897e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"232",1,3.62068965517241e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-998.104798769159
"233",1,3.79310344827586e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"234",1,3.96551724137931e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"235",1,4.13793103448276e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"236",1,4.31034482758621e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"237",1,4.48275862068965e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"238",1,4.6551724137931e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-784.643309618917
"239",1,4.82758620689655e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-722.069902509866
"240",1,5e-07,0.386015325670498,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"241",1,0,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"242",1,1.72413793103448e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"243",1,3.44827586206897e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"244",1,5.17241379310345e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"245",1,6.89655172413793e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"246",1,8.62068965517241e-08,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"247",1,1.03448275862069e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"248",1,1.20689655172414e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"249",1,1.37931034482759e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"250",1,1.55172413793103e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"251",1,1.72413793103448e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"252",1,1.89655172413793e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"253",1,2.06896551724138e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"254",1,2.24137931034483e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"255",1,2.41379310344828e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"256",1,2.58620689655172e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"257",1,2.75862068965517e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
"258",1,2.93103448275862e-07,0.369731800766284,5.19402271865537e-05,0.166666666666667,192529,-1722.33364955955
