"","center","Beta","mu_ID","mu_DS","rho","eta","N","loglik"
"1",3.9e-07,0,0,0.75,1,1,192529,-626.30314529438
"2",0.0833333333333333,0,0,0.75,1,1,192529,-626.30314529438
"3",0.75,0,0,0.75,1,1,192529,-626.30314529438
"4",1,0,0,0.75,1,1,192529,-626.30314529438
"5",1,0,0,0.75,1,1,192529,-626.30314529438
"6",192529,0,0,0.75,1,1,192529,-626.30314529438
"7",3.9e-07,3.53535353535354e-09,0,0.75,1,1,192529,-626.30314529438
"8",0.0833333333333333,3.53535353535354e-09,0,0.75,1,1,192529,-626.30314529438
"9",0.75,3.53535353535354e-09,0,0.75,1,1,192529,-626.30314529438
"10",1,3.53535353535354e-09,0,0.75,1,1,192529,-626.30314529438
"11",1,3.53535353535354e-09,0,0.75,1,1,192529,-626.30314529438
"12",192529,3.53535353535354e-09,0,0.75,1,1,192529,-626.30314529438
"13",3.9e-07,7.07070707070707e-09,0,0.75,1,1,192529,-626.30314529438
"14",0.0833333333333333,7.07070707070707e-09,0,0.75,1,1,192529,-626.30314529438
"15",0.75,7.07070707070707e-09,0,0.75,1,1,192529,-626.30314529438
"16",1,7.07070707070707e-09,0,0.75,1,1,192529,-626.30314529438
"17",1,7.07070707070707e-09,0,0.75,1,1,192529,-626.30314529438
"18",192529,7.07070707070707e-09,0,0.75,1,1,192529,-626.30314529438
"19",3.9e-07,1.06060606060606e-08,0,0.75,1,1,192529,-626.30314529438
"20",0.0833333333333333,1.06060606060606e-08,0,0.75,1,1,192529,-626.30314529438
"21",0.75,1.06060606060606e-08,0,0.75,1,1,192529,-626.30314529438
"22",1,1.06060606060606e-08,0,0.75,1,1,192529,-626.30314529438
"23",1,1.06060606060606e-08,0,0.75,1,1,192529,-626.30314529438
"24",192529,1.06060606060606e-08,0,0.75,1,1,192529,-626.30314529438
"25",3.9e-07,1.41414141414141e-08,0,0.75,1,1,192529,-626.30314529438
"26",0.0833333333333333,1.41414141414141e-08,0,0.75,1,1,192529,-626.30314529438
"27",0.75,1.41414141414141e-08,0,0.75,1,1,192529,-626.30314529438
"28",1,1.41414141414141e-08,0,0.75,1,1,192529,-626.30314529438
"29",1,1.41414141414141e-08,0,0.75,1,1,192529,-626.30314529438
"30",192529,1.41414141414141e-08,0,0.75,1,1,192529,-626.30314529438
"31",3.9e-07,1.76767676767677e-08,0,0.75,1,1,192529,-626.30314529438
"32",0.0833333333333333,1.76767676767677e-08,0,0.75,1,1,192529,-626.30314529438
"33",0.75,1.76767676767677e-08,0,0.75,1,1,192529,-626.30314529438
"34",1,1.76767676767677e-08,0,0.75,1,1,192529,-626.30314529438
"35",1,1.76767676767677e-08,0,0.75,1,1,192529,-626.30314529438
"36",192529,1.76767676767677e-08,0,0.75,1,1,192529,-626.30314529438
"37",3.9e-07,2.12121212121212e-08,0,0.75,1,1,192529,-626.30314529438
"38",0.0833333333333333,2.12121212121212e-08,0,0.75,1,1,192529,-626.30314529438
"39",0.75,2.12121212121212e-08,0,0.75,1,1,192529,-626.30314529438
"40",1,2.12121212121212e-08,0,0.75,1,1,192529,-626.30314529438
"41",1,2.12121212121212e-08,0,0.75,1,1,192529,-626.30314529438
"42",192529,2.12121212121212e-08,0,0.75,1,1,192529,-626.30314529438
"43",3.9e-07,2.47474747474747e-08,0,0.75,1,1,192529,-626.30314529438
"44",0.0833333333333333,2.47474747474747e-08,0,0.75,1,1,192529,-626.30314529438
"45",0.75,2.47474747474747e-08,0,0.75,1,1,192529,-626.30314529438
"46",1,2.47474747474747e-08,0,0.75,1,1,192529,-626.30314529438
"47",1,2.47474747474747e-08,0,0.75,1,1,192529,-626.30314529438
"48",192529,2.47474747474747e-08,0,0.75,1,1,192529,-626.30314529438
"49",3.9e-07,2.82828282828283e-08,0,0.75,1,1,192529,-626.30314529438
"50",0.0833333333333333,2.82828282828283e-08,0,0.75,1,1,192529,-626.30314529438
"51",0.75,2.82828282828283e-08,0,0.75,1,1,192529,-626.30314529438
"52",1,2.82828282828283e-08,0,0.75,1,1,192529,-626.30314529438
"53",1,2.82828282828283e-08,0,0.75,1,1,192529,-626.30314529438
"54",192529,2.82828282828283e-08,0,0.75,1,1,192529,-626.30314529438
"55",3.9e-07,3.18181818181818e-08,0,0.75,1,1,192529,-626.30314529438
"56",0.0833333333333333,3.18181818181818e-08,0,0.75,1,1,192529,-626.30314529438
"57",0.75,3.18181818181818e-08,0,0.75,1,1,192529,-626.30314529438
"58",1,3.18181818181818e-08,0,0.75,1,1,192529,-626.30314529438
"59",1,3.18181818181818e-08,0,0.75,1,1,192529,-626.30314529438
"60",192529,3.18181818181818e-08,0,0.75,1,1,192529,-626.30314529438
"61",3.9e-07,3.53535353535354e-08,0,0.75,1,1,192529,-626.30314529438
"62",0.0833333333333333,3.53535353535354e-08,0,0.75,1,1,192529,-626.30314529438
"63",0.75,3.53535353535354e-08,0,0.75,1,1,192529,-626.30314529438
"64",1,3.53535353535354e-08,0,0.75,1,1,192529,-626.30314529438
"65",1,3.53535353535354e-08,0,0.75,1,1,192529,-626.30314529438
"66",192529,3.53535353535354e-08,0,0.75,1,1,192529,-626.30314529438
"67",3.9e-07,3.88888888888889e-08,0,0.75,1,1,192529,-626.30314529438
"68",0.0833333333333333,3.88888888888889e-08,0,0.75,1,1,192529,-626.30314529438
"69",0.75,3.88888888888889e-08,0,0.75,1,1,192529,-626.30314529438
"70",1,3.88888888888889e-08,0,0.75,1,1,192529,-626.30314529438
"71",1,3.88888888888889e-08,0,0.75,1,1,192529,-626.30314529438
"72",192529,3.88888888888889e-08,0,0.75,1,1,192529,-626.30314529438
"73",3.9e-07,4.24242424242424e-08,0,0.75,1,1,192529,-626.30314529438
"74",0.0833333333333333,4.24242424242424e-08,0,0.75,1,1,192529,-626.30314529438
"75",0.75,4.24242424242424e-08,0,0.75,1,1,192529,-626.30314529438
"76",1,4.24242424242424e-08,0,0.75,1,1,192529,-626.30314529438
"77",1,4.24242424242424e-08,0,0.75,1,1,192529,-626.30314529438
"78",192529,4.24242424242424e-08,0,0.75,1,1,192529,-626.30314529438
"79",3.9e-07,4.5959595959596e-08,0,0.75,1,1,192529,-626.30314529438
"80",0.0833333333333333,4.5959595959596e-08,0,0.75,1,1,192529,-626.30314529438
"81",0.75,4.5959595959596e-08,0,0.75,1,1,192529,-626.30314529438
"82",1,4.5959595959596e-08,0,0.75,1,1,192529,-626.30314529438
"83",1,4.5959595959596e-08,0,0.75,1,1,192529,-626.30314529438
"84",192529,4.5959595959596e-08,0,0.75,1,1,192529,-626.30314529438
"85",3.9e-07,4.94949494949495e-08,0,0.75,1,1,192529,-626.30314529438
"86",0.0833333333333333,4.94949494949495e-08,0,0.75,1,1,192529,-626.30314529438
"87",0.75,4.94949494949495e-08,0,0.75,1,1,192529,-626.30314529438
"88",1,4.94949494949495e-08,0,0.75,1,1,192529,-626.30314529438
"89",1,4.94949494949495e-08,0,0.75,1,1,192529,-626.30314529438
"90",192529,4.94949494949495e-08,0,0.75,1,1,192529,-626.30314529438
"91",3.9e-07,5.3030303030303e-08,0,0.75,1,1,192529,-626.30314529438
"92",0.0833333333333333,5.3030303030303e-08,0,0.75,1,1,192529,-626.30314529438
"93",0.75,5.3030303030303e-08,0,0.75,1,1,192529,-626.30314529438
"94",1,5.3030303030303e-08,0,0.75,1,1,192529,-626.30314529438
"95",1,5.3030303030303e-08,0,0.75,1,1,192529,-626.30314529438
"96",192529,5.3030303030303e-08,0,0.75,1,1,192529,-626.30314529438
"97",3.9e-07,5.65656565656566e-08,0,0.75,1,1,192529,-626.30314529438
"98",0.0833333333333333,5.65656565656566e-08,0,0.75,1,1,192529,-626.30314529438
"99",0.75,5.65656565656566e-08,0,0.75,1,1,192529,-626.30314529438
"100",1,5.65656565656566e-08,0,0.75,1,1,192529,-626.30314529438
"101",1,5.65656565656566e-08,0,0.75,1,1,192529,-626.30314529438
"102",192529,5.65656565656566e-08,0,0.75,1,1,192529,-626.30314529438
"103",3.9e-07,6.01010101010101e-08,0,0.75,1,1,192529,-626.30314529438
"104",0.0833333333333333,6.01010101010101e-08,0,0.75,1,1,192529,-626.30314529438
"105",0.75,6.01010101010101e-08,0,0.75,1,1,192529,-626.30314529438
"106",1,6.01010101010101e-08,0,0.75,1,1,192529,-626.30314529438
"107",1,6.01010101010101e-08,0,0.75,1,1,192529,-626.30314529438
"108",192529,6.01010101010101e-08,0,0.75,1,1,192529,-626.30314529438
"109",3.9e-07,6.36363636363636e-08,0,0.75,1,1,192529,-626.30314529438
"110",0.0833333333333333,6.36363636363636e-08,0,0.75,1,1,192529,-626.30314529438
"111",0.75,6.36363636363636e-08,0,0.75,1,1,192529,-626.30314529438
"112",1,6.36363636363636e-08,0,0.75,1,1,192529,-626.30314529438
"113",1,6.36363636363636e-08,0,0.75,1,1,192529,-626.30314529438
"114",192529,6.36363636363636e-08,0,0.75,1,1,192529,-626.30314529438
"115",3.9e-07,6.71717171717172e-08,0,0.75,1,1,192529,-626.30314529438
"116",0.0833333333333333,6.71717171717172e-08,0,0.75,1,1,192529,-626.30314529438
"117",0.75,6.71717171717172e-08,0,0.75,1,1,192529,-626.30314529438
"118",1,6.71717171717172e-08,0,0.75,1,1,192529,-626.30314529438
"119",1,6.71717171717172e-08,0,0.75,1,1,192529,-626.30314529438
"120",192529,6.71717171717172e-08,0,0.75,1,1,192529,-626.30314529438
"121",3.9e-07,7.07070707070707e-08,0,0.75,1,1,192529,-626.30314529438
"122",0.0833333333333333,7.07070707070707e-08,0,0.75,1,1,192529,-626.30314529438
"123",0.75,7.07070707070707e-08,0,0.75,1,1,192529,-626.30314529438
"124",1,7.07070707070707e-08,0,0.75,1,1,192529,-626.30314529438
"125",1,7.07070707070707e-08,0,0.75,1,1,192529,-626.30314529438
"126",192529,7.07070707070707e-08,0,0.75,1,1,192529,-626.30314529438
"127",3.9e-07,7.42424242424242e-08,0,0.75,1,1,192529,-626.30314529438
"128",0.0833333333333333,7.42424242424242e-08,0,0.75,1,1,192529,-626.30314529438
"129",0.75,7.42424242424242e-08,0,0.75,1,1,192529,-626.30314529438
"130",1,7.42424242424242e-08,0,0.75,1,1,192529,-626.30314529438
"131",1,7.42424242424242e-08,0,0.75,1,1,192529,-626.30314529438
"132",192529,7.42424242424242e-08,0,0.75,1,1,192529,-626.30314529438
"133",3.9e-07,7.77777777777778e-08,0,0.75,1,1,192529,-626.30314529438
"134",0.0833333333333333,7.77777777777778e-08,0,0.75,1,1,192529,-626.30314529438
"135",0.75,7.77777777777778e-08,0,0.75,1,1,192529,-626.30314529438
"136",1,7.77777777777778e-08,0,0.75,1,1,192529,-626.30314529438
"137",1,7.77777777777778e-08,0,0.75,1,1,192529,-626.30314529438
"138",192529,7.77777777777778e-08,0,0.75,1,1,192529,-626.30314529438
"139",3.9e-07,8.13131313131313e-08,0,0.75,1,1,192529,-626.30314529438
"140",0.0833333333333333,8.13131313131313e-08,0,0.75,1,1,192529,-626.30314529438
"141",0.75,8.13131313131313e-08,0,0.75,1,1,192529,-626.30314529438
"142",1,8.13131313131313e-08,0,0.75,1,1,192529,-626.30314529438
"143",1,8.13131313131313e-08,0,0.75,1,1,192529,-626.30314529438
"144",192529,8.13131313131313e-08,0,0.75,1,1,192529,-626.30314529438
"145",3.9e-07,8.48484848484848e-08,0,0.75,1,1,192529,-626.30314529438
"146",0.0833333333333333,8.48484848484848e-08,0,0.75,1,1,192529,-626.30314529438
"147",0.75,8.48484848484848e-08,0,0.75,1,1,192529,-626.30314529438
"148",1,8.48484848484848e-08,0,0.75,1,1,192529,-626.30314529438
"149",1,8.48484848484848e-08,0,0.75,1,1,192529,-626.30314529438
"150",192529,8.48484848484848e-08,0,0.75,1,1,192529,-626.30314529438
"151",3.9e-07,8.83838383838384e-08,0,0.75,1,1,192529,-626.30314529438
"152",0.0833333333333333,8.83838383838384e-08,0,0.75,1,1,192529,-626.30314529438
"153",0.75,8.83838383838384e-08,0,0.75,1,1,192529,-626.30314529438
"154",1,8.83838383838384e-08,0,0.75,1,1,192529,-626.30314529438
"155",1,8.83838383838384e-08,0,0.75,1,1,192529,-626.30314529438
"156",192529,8.83838383838384e-08,0,0.75,1,1,192529,-626.30314529438
"157",3.9e-07,9.19191919191919e-08,0,0.75,1,1,192529,-626.30314529438
"158",0.0833333333333333,9.19191919191919e-08,0,0.75,1,1,192529,-626.30314529438
"159",0.75,9.19191919191919e-08,0,0.75,1,1,192529,-626.30314529438
"160",1,9.19191919191919e-08,0,0.75,1,1,192529,-626.30314529438
"161",1,9.19191919191919e-08,0,0.75,1,1,192529,-626.30314529438
"162",192529,9.19191919191919e-08,0,0.75,1,1,192529,-626.30314529438
"163",3.9e-07,9.54545454545455e-08,0,0.75,1,1,192529,-626.30314529438
"164",0.0833333333333333,9.54545454545455e-08,0,0.75,1,1,192529,-626.30314529438
"165",0.75,9.54545454545455e-08,0,0.75,1,1,192529,-626.30314529438
"166",1,9.54545454545455e-08,0,0.75,1,1,192529,-626.30314529438
"167",1,9.54545454545455e-08,0,0.75,1,1,192529,-626.30314529438
"168",192529,9.54545454545455e-08,0,0.75,1,1,192529,-626.30314529438
"169",3.9e-07,9.8989898989899e-08,0,0.75,1,1,192529,-626.30314529438
"170",0.0833333333333333,9.8989898989899e-08,0,0.75,1,1,192529,-626.30314529438
"171",0.75,9.8989898989899e-08,0,0.75,1,1,192529,-626.30314529438
"172",1,9.8989898989899e-08,0,0.75,1,1,192529,-626.30314529438
"173",1,9.8989898989899e-08,0,0.75,1,1,192529,-626.30314529438
"174",192529,9.8989898989899e-08,0,0.75,1,1,192529,-626.30314529438
"175",3.9e-07,1.02525252525253e-07,0,0.75,1,1,192529,-626.30314529438
"176",0.0833333333333333,1.02525252525253e-07,0,0.75,1,1,192529,-626.30314529438
"177",0.75,1.02525252525253e-07,0,0.75,1,1,192529,-626.30314529438
"178",1,1.02525252525253e-07,0,0.75,1,1,192529,-626.30314529438
"179",1,1.02525252525253e-07,0,0.75,1,1,192529,-626.30314529438
"180",192529,1.02525252525253e-07,0,0.75,1,1,192529,-626.30314529438
"181",3.9e-07,1.06060606060606e-07,0,0.75,1,1,192529,-626.30314529438
"182",0.0833333333333333,1.06060606060606e-07,0,0.75,1,1,192529,-626.30314529438
"183",0.75,1.06060606060606e-07,0,0.75,1,1,192529,-626.30314529438
"184",1,1.06060606060606e-07,0,0.75,1,1,192529,-626.30314529438
"185",1,1.06060606060606e-07,0,0.75,1,1,192529,-626.30314529438
"186",192529,1.06060606060606e-07,0,0.75,1,1,192529,-626.30314529438
"187",3.9e-07,1.0959595959596e-07,0,0.75,1,1,192529,-626.30314529438
"188",0.0833333333333333,1.0959595959596e-07,0,0.75,1,1,192529,-626.30314529438
"189",0.75,1.0959595959596e-07,0,0.75,1,1,192529,-626.30314529438
"190",1,1.0959595959596e-07,0,0.75,1,1,192529,-626.30314529438
"191",1,1.0959595959596e-07,0,0.75,1,1,192529,-626.30314529438
"192",192529,1.0959595959596e-07,0,0.75,1,1,192529,-626.30314529438
"193",3.9e-07,1.13131313131313e-07,0,0.75,1,1,192529,-626.30314529438
"194",0.0833333333333333,1.13131313131313e-07,0,0.75,1,1,192529,-626.30314529438
"195",0.75,1.13131313131313e-07,0,0.75,1,1,192529,-626.30314529438
"196",1,1.13131313131313e-07,0,0.75,1,1,192529,-626.30314529438
"197",1,1.13131313131313e-07,0,0.75,1,1,192529,-626.30314529438
"198",192529,1.13131313131313e-07,0,0.75,1,1,192529,-626.30314529438
"199",3.9e-07,1.16666666666667e-07,0,0.75,1,1,192529,-626.30314529438
"200",0.0833333333333333,1.16666666666667e-07,0,0.75,1,1,192529,-626.30314529438
"201",0.75,1.16666666666667e-07,0,0.75,1,1,192529,-626.30314529438
"202",1,1.16666666666667e-07,0,0.75,1,1,192529,-626.30314529438
"203",1,1.16666666666667e-07,0,0.75,1,1,192529,-626.30314529438
"204",192529,1.16666666666667e-07,0,0.75,1,1,192529,-626.30314529438
"205",3.9e-07,1.2020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"206",0.0833333333333333,1.2020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"207",0.75,1.2020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"208",1,1.2020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"209",1,1.2020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"210",192529,1.2020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"211",3.9e-07,1.23737373737374e-07,0,0.75,1,1,192529,-626.30314529438
"212",0.0833333333333333,1.23737373737374e-07,0,0.75,1,1,192529,-626.30314529438
"213",0.75,1.23737373737374e-07,0,0.75,1,1,192529,-626.30314529438
"214",1,1.23737373737374e-07,0,0.75,1,1,192529,-626.30314529438
"215",1,1.23737373737374e-07,0,0.75,1,1,192529,-626.30314529438
"216",192529,1.23737373737374e-07,0,0.75,1,1,192529,-626.30314529438
"217",3.9e-07,1.27272727272727e-07,0,0.75,1,1,192529,-626.30314529438
"218",0.0833333333333333,1.27272727272727e-07,0,0.75,1,1,192529,-626.30314529438
"219",0.75,1.27272727272727e-07,0,0.75,1,1,192529,-626.30314529438
"220",1,1.27272727272727e-07,0,0.75,1,1,192529,-626.30314529438
"221",1,1.27272727272727e-07,0,0.75,1,1,192529,-626.30314529438
"222",192529,1.27272727272727e-07,0,0.75,1,1,192529,-626.30314529438
"223",3.9e-07,1.30808080808081e-07,0,0.75,1,1,192529,-626.30314529438
"224",0.0833333333333333,1.30808080808081e-07,0,0.75,1,1,192529,-626.30314529438
"225",0.75,1.30808080808081e-07,0,0.75,1,1,192529,-626.30314529438
"226",1,1.30808080808081e-07,0,0.75,1,1,192529,-626.30314529438
"227",1,1.30808080808081e-07,0,0.75,1,1,192529,-626.30314529438
"228",192529,1.30808080808081e-07,0,0.75,1,1,192529,-626.30314529438
"229",3.9e-07,1.34343434343434e-07,0,0.75,1,1,192529,-626.30314529438
"230",0.0833333333333333,1.34343434343434e-07,0,0.75,1,1,192529,-626.30314529438
"231",0.75,1.34343434343434e-07,0,0.75,1,1,192529,-626.30314529438
"232",1,1.34343434343434e-07,0,0.75,1,1,192529,-626.30314529438
"233",1,1.34343434343434e-07,0,0.75,1,1,192529,-626.30314529438
"234",192529,1.34343434343434e-07,0,0.75,1,1,192529,-626.30314529438
"235",3.9e-07,1.37878787878788e-07,0,0.75,1,1,192529,-626.30314529438
"236",0.0833333333333333,1.37878787878788e-07,0,0.75,1,1,192529,-626.30314529438
"237",0.75,1.37878787878788e-07,0,0.75,1,1,192529,-626.30314529438
"238",1,1.37878787878788e-07,0,0.75,1,1,192529,-626.30314529438
"239",1,1.37878787878788e-07,0,0.75,1,1,192529,-626.30314529438
"240",192529,1.37878787878788e-07,0,0.75,1,1,192529,-626.30314529438
"241",3.9e-07,1.41414141414141e-07,0,0.75,1,1,192529,-626.30314529438
"242",0.0833333333333333,1.41414141414141e-07,0,0.75,1,1,192529,-626.30314529438
"243",0.75,1.41414141414141e-07,0,0.75,1,1,192529,-626.30314529438
"244",1,1.41414141414141e-07,0,0.75,1,1,192529,-626.30314529438
"245",1,1.41414141414141e-07,0,0.75,1,1,192529,-626.30314529438
"246",192529,1.41414141414141e-07,0,0.75,1,1,192529,-626.30314529438
"247",3.9e-07,1.44949494949495e-07,0,0.75,1,1,192529,-626.30314529438
"248",0.0833333333333333,1.44949494949495e-07,0,0.75,1,1,192529,-626.30314529438
"249",0.75,1.44949494949495e-07,0,0.75,1,1,192529,-626.30314529438
"250",1,1.44949494949495e-07,0,0.75,1,1,192529,-626.30314529438
"251",1,1.44949494949495e-07,0,0.75,1,1,192529,-626.30314529438
"252",192529,1.44949494949495e-07,0,0.75,1,1,192529,-626.30314529438
"253",3.9e-07,1.48484848484848e-07,0,0.75,1,1,192529,-626.30314529438
"254",0.0833333333333333,1.48484848484848e-07,0,0.75,1,1,192529,-626.30314529438
"255",0.75,1.48484848484848e-07,0,0.75,1,1,192529,-626.30314529438
"256",1,1.48484848484848e-07,0,0.75,1,1,192529,-626.30314529438
"257",1,1.48484848484848e-07,0,0.75,1,1,192529,-626.30314529438
"258",192529,1.48484848484848e-07,0,0.75,1,1,192529,-626.30314529438
"259",3.9e-07,1.52020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"260",0.0833333333333333,1.52020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"261",0.75,1.52020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"262",1,1.52020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"263",1,1.52020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"264",192529,1.52020202020202e-07,0,0.75,1,1,192529,-626.30314529438
"265",3.9e-07,1.55555555555556e-07,0,0.75,1,1,192529,-626.30314529438
"266",0.0833333333333333,1.55555555555556e-07,0,0.75,1,1,192529,-626.30314529438
"267",0.75,1.55555555555556e-07,0,0.75,1,1,192529,-626.30314529438
"268",1,1.55555555555556e-07,0,0.75,1,1,192529,-626.30314529438
"269",1,1.55555555555556e-07,0,0.75,1,1,192529,-626.30314529438
"270",192529,1.55555555555556e-07,0,0.75,1,1,192529,-626.30314529438
"271",3.9e-07,1.59090909090909e-07,0,0.75,1,1,192529,-626.30314529438
"272",0.0833333333333333,1.59090909090909e-07,0,0.75,1,1,192529,-626.30314529438
"273",0.75,1.59090909090909e-07,0,0.75,1,1,192529,-626.30314529438
"274",1,1.59090909090909e-07,0,0.75,1,1,192529,-626.30314529438
"275",1,1.59090909090909e-07,0,0.75,1,1,192529,-626.30314529438
"276",192529,1.59090909090909e-07,0,0.75,1,1,192529,-626.30314529438
"277",3.9e-07,1.62626262626263e-07,0,0.75,1,1,192529,-626.30314529438
"278",0.0833333333333333,1.62626262626263e-07,0,0.75,1,1,192529,-626.30314529438
"279",0.75,1.62626262626263e-07,0,0.75,1,1,192529,-626.30314529438
"280",1,1.62626262626263e-07,0,0.75,1,1,192529,-626.30314529438
"281",1,1.62626262626263e-07,0,0.75,1,1,192529,-626.30314529438
"282",192529,1.62626262626263e-07,0,0.75,1,1,192529,-626.30314529438
"283",3.9e-07,1.66161616161616e-07,0,0.75,1,1,192529,-626.30314529438
"284",0.0833333333333333,1.66161616161616e-07,0,0.75,1,1,192529,-626.30314529438
"285",0.75,1.66161616161616e-07,0,0.75,1,1,192529,-626.30314529438
"286",1,1.66161616161616e-07,0,0.75,1,1,192529,-626.30314529438
"287",1,1.66161616161616e-07,0,0.75,1,1,192529,-626.30314529438
"288",192529,1.66161616161616e-07,0,0.75,1,1,192529,-626.30314529438
"289",3.9e-07,1.6969696969697e-07,0,0.75,1,1,192529,-626.30314529438
"290",0.0833333333333333,1.6969696969697e-07,0,0.75,1,1,192529,-626.30314529438
"291",0.75,1.6969696969697e-07,0,0.75,1,1,192529,-626.30314529438
"292",1,1.6969696969697e-07,0,0.75,1,1,192529,-626.30314529438
"293",1,1.6969696969697e-07,0,0.75,1,1,192529,-626.30314529438
"294",192529,1.6969696969697e-07,0,0.75,1,1,192529,-626.30314529438
"295",3.9e-07,1.73232323232323e-07,0,0.75,1,1,192529,-626.30314529438
"296",0.0833333333333333,1.73232323232323e-07,0,0.75,1,1,192529,-626.30314529438
"297",0.75,1.73232323232323e-07,0,0.75,1,1,192529,-626.30314529438
"298",1,1.73232323232323e-07,0,0.75,1,1,192529,-626.30314529438
"299",1,1.73232323232323e-07,0,0.75,1,1,192529,-626.30314529438
"300",192529,1.73232323232323e-07,0,0.75,1,1,192529,-626.30314529438
"301",3.9e-07,1.76767676767677e-07,0,0.75,1,1,192529,-626.30314529438
"302",0.0833333333333333,1.76767676767677e-07,0,0.75,1,1,192529,-626.30314529438
"303",0.75,1.76767676767677e-07,0,0.75,1,1,192529,-626.30314529438
"304",1,1.76767676767677e-07,0,0.75,1,1,192529,-626.30314529438
"305",1,1.76767676767677e-07,0,0.75,1,1,192529,-626.30314529438
"306",192529,1.76767676767677e-07,0,0.75,1,1,192529,-626.30314529438
"307",3.9e-07,1.8030303030303e-07,0,0.75,1,1,192529,-626.30314529438
"308",0.0833333333333333,1.8030303030303e-07,0,0.75,1,1,192529,-626.30314529438
"309",0.75,1.8030303030303e-07,0,0.75,1,1,192529,-626.30314529438
"310",1,1.8030303030303e-07,0,0.75,1,1,192529,-626.30314529438
"311",1,1.8030303030303e-07,0,0.75,1,1,192529,-626.30314529438
"312",192529,1.8030303030303e-07,0,0.75,1,1,192529,-626.30314529438
"313",3.9e-07,1.83838383838384e-07,0,0.75,1,1,192529,-626.30314529438
"314",0.0833333333333333,1.83838383838384e-07,0,0.75,1,1,192529,-626.30314529438
"315",0.75,1.83838383838384e-07,0,0.75,1,1,192529,-626.30314529438
"316",1,1.83838383838384e-07,0,0.75,1,1,192529,-626.30314529438
"317",1,1.83838383838384e-07,0,0.75,1,1,192529,-626.30314529438
"318",192529,1.83838383838384e-07,0,0.75,1,1,192529,-626.30314529438
"319",3.9e-07,1.87373737373737e-07,0,0.75,1,1,192529,-626.30314529438
"320",0.0833333333333333,1.87373737373737e-07,0,0.75,1,1,192529,-626.30314529438
"321",0.75,1.87373737373737e-07,0,0.75,1,1,192529,-626.30314529438
"322",1,1.87373737373737e-07,0,0.75,1,1,192529,-626.30314529438
"323",1,1.87373737373737e-07,0,0.75,1,1,192529,-626.30314529438
"324",192529,1.87373737373737e-07,0,0.75,1,1,192529,-626.30314529438
"325",3.9e-07,1.90909090909091e-07,0,0.75,1,1,192529,-626.30314529438
"326",0.0833333333333333,1.90909090909091e-07,0,0.75,1,1,192529,-626.30314529438
"327",0.75,1.90909090909091e-07,0,0.75,1,1,192529,-626.30314529438
"328",1,1.90909090909091e-07,0,0.75,1,1,192529,-626.30314529438
"329",1,1.90909090909091e-07,0,0.75,1,1,192529,-626.30314529438
"330",192529,1.90909090909091e-07,0,0.75,1,1,192529,-626.30314529438
"331",3.9e-07,1.94444444444444e-07,0,0.75,1,1,192529,-626.30314529438
"332",0.0833333333333333,1.94444444444444e-07,0,0.75,1,1,192529,-626.30314529438
"333",0.75,1.94444444444444e-07,0,0.75,1,1,192529,-626.30314529438
"334",1,1.94444444444444e-07,0,0.75,1,1,192529,-626.30314529438
"335",1,1.94444444444444e-07,0,0.75,1,1,192529,-626.30314529438
"336",192529,1.94444444444444e-07,0,0.75,1,1,192529,-626.30314529438
"337",3.9e-07,1.97979797979798e-07,0,0.75,1,1,192529,-626.30314529438
"338",0.0833333333333333,1.97979797979798e-07,0,0.75,1,1,192529,-626.30314529438
"339",0.75,1.97979797979798e-07,0,0.75,1,1,192529,-626.30314529438
"340",1,1.97979797979798e-07,0,0.75,1,1,192529,-626.30314529438
"341",1,1.97979797979798e-07,0,0.75,1,1,192529,-626.30314529438
"342",192529,1.97979797979798e-07,0,0.75,1,1,192529,-626.30314529438
"343",3.9e-07,2.01515151515152e-07,0,0.75,1,1,192529,-626.30314529438
"344",0.0833333333333333,2.01515151515152e-07,0,0.75,1,1,192529,-626.30314529438
"345",0.75,2.01515151515152e-07,0,0.75,1,1,192529,-626.30314529438
"346",1,2.01515151515152e-07,0,0.75,1,1,192529,-626.30314529438
"347",1,2.01515151515152e-07,0,0.75,1,1,192529,-626.30314529438
"348",192529,2.01515151515152e-07,0,0.75,1,1,192529,-626.30314529438
"349",3.9e-07,2.05050505050505e-07,0,0.75,1,1,192529,-626.30314529438
"350",0.0833333333333333,2.05050505050505e-07,0,0.75,1,1,192529,-626.30314529438
"351",0.75,2.05050505050505e-07,0,0.75,1,1,192529,-626.30314529438
"352",1,2.05050505050505e-07,0,0.75,1,1,192529,-626.30314529438
"353",1,2.05050505050505e-07,0,0.75,1,1,192529,-626.30314529438
"354",192529,2.05050505050505e-07,0,0.75,1,1,192529,-626.30314529438
