"","loglik","log.prior","nfail","Beta","mu","eta","gamma","N"
"67",-164.076759023812,0,3,-13.0043704581362,-0.185536544067397,-9.26130929510068,0.166666666666667,192529
"68",-164.076759023812,0,3,-13.0043704581362,-0.185536544067397,-9.26130929510068,0.166666666666667,192529
"69",-164.076759023812,0,3,-13.0043704581362,-0.185536544067397,-9.26130929510068,0.166666666666667,192529
"70",-164.076759023812,0,3,-13.0043704581362,-0.185536544067397,-9.26130929510068,0.166666666666667,192529
"71",-164.076759023812,0,3,-13.0043704581362,-0.185536544067397,-9.26130929510068,0.166666666666667,192529
"72",-164.076759023812,0,3,-13.0043704581362,-0.185536544067397,-9.26130929510068,0.166666666666667,192529
"73",-163.134532085073,0,3,-12.9964859292928,-0.172714412964547,-9.03220145149906,0.166666666666667,192529
"74",-163.134532085073,0,3,-12.9964859292928,-0.172714412964547,-9.03220145149906,0.166666666666667,192529
"75",-163.134532085073,0,3,-12.9964859292928,-0.172714412964547,-9.03220145149906,0.166666666666667,192529
"76",-163.134532085073,0,3,-12.9964859292928,-0.172714412964547,-9.03220145149906,0.166666666666667,192529
"77",-163.134532085073,0,3,-12.9964859292928,-0.172714412964547,-9.03220145149906,0.166666666666667,192529
"78",-163.134532085073,0,3,-12.9964859292928,-0.172714412964547,-9.03220145149906,0.166666666666667,192529
"79",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"80",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"81",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"82",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"83",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"84",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"85",-161.521803483887,0,3,-13.5690864210433,-0.28305288582186,-9.03026342726835,0.166666666666667,192529
"86",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"87",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"88",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"89",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"90",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"91",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"92",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"93",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"94",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"95",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"96",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"97",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"98",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"99",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"100",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"101",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"102",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"103",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"104",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"105",-161.290191689181,0,3,-13.1277220099429,-0.203029366763645,-9.32096665962743,0.166666666666667,192529
"106",-164.336767204293,0,3,-14.0260537957867,-0.298909079489338,-8.90052291699422,0.166666666666667,192529
"107",-164.336767204293,0,3,-14.0260537957867,-0.298909079489338,-8.90052291699422,0.166666666666667,192529
"108",-164.336767204293,0,3,-14.0260537957867,-0.298909079489338,-8.90052291699422,0.166666666666667,192529
"109",-162.501127562294,0,3,-13.8809365430406,-0.347381426950839,-9.1891025763032,0.166666666666667,192529
"110",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"111",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"112",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"113",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"114",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"115",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"116",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"117",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"118",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"119",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"120",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"121",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"122",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"123",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"124",-161.795369385458,0,3,-13.2297701600415,-0.268117023106654,-9.13290342972936,0.166666666666667,192529
"125",-160.946019293907,0,3,-13.5369479478818,-0.292415133294176,-9.03616115963279,0.166666666666667,192529
"126",-160.946019293907,0,3,-13.5369479478818,-0.292415133294176,-9.03616115963279,0.166666666666667,192529
"127",-160.946019293907,0,3,-13.5369479478818,-0.292415133294176,-9.03616115963279,0.166666666666667,192529
"128",-160.946019293907,0,3,-13.5369479478818,-0.292415133294176,-9.03616115963279,0.166666666666667,192529
"129",-160.946019293907,0,3,-13.5369479478818,-0.292415133294176,-9.03616115963279,0.166666666666667,192529
"130",-159.171495241756,0,3,-13.3430578785237,-0.331174449427037,-9.18621349662665,0.166666666666667,192529
"131",-159.171495241756,0,3,-13.3430578785237,-0.331174449427037,-9.18621349662665,0.166666666666667,192529
"132",-159.171495241756,0,3,-13.3430578785237,-0.331174449427037,-9.18621349662665,0.166666666666667,192529
"133",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"134",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"135",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"136",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"137",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"138",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"139",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"140",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"141",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"142",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"143",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"144",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"145",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"146",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"147",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"148",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"149",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"150",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"151",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"152",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"153",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"154",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"155",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"156",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"157",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"158",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"159",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"160",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"161",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"162",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"163",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"164",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"165",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"166",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"167",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"168",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"169",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"170",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"171",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"172",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"173",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"174",-160.090828273862,0,3,-13.4885931355346,-0.337858153744423,-9.08717079076807,0.166666666666667,192529
"175",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"176",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"177",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"178",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"179",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"180",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"181",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"182",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"183",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"184",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"185",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"186",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"187",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"188",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"189",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"190",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"191",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"192",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"193",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"194",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"195",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"196",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"197",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"198",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"199",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"200",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"201",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"202",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"203",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"204",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"205",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"206",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"207",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"208",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"209",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"210",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"211",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"212",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"213",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"214",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"215",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"216",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"217",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"218",-160.072091826345,0,3,-13.3400717488235,-0.234044799087738,-9.16711415731537,0.166666666666667,192529
"219",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"220",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"221",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"222",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"223",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"224",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"225",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"226",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"227",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"228",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"229",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"230",-160.354266069988,0,3,-13.1792145118574,-0.280248097145356,-9.17724911370955,0.166666666666667,192529
"231",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"232",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"233",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"234",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"235",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"236",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"237",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"238",-165.372950936312,0,3,-12.9766449698432,-0.274375409682679,-8.8817683521537,0.166666666666667,192529
"239",-161.068440849436,0,3,-13.3023080819368,-0.317148150988731,-9.43997224512137,0.166666666666667,192529
"240",-161.068440849436,0,3,-13.3023080819368,-0.317148150988731,-9.43997224512137,0.166666666666667,192529
"241",-161.068440849436,0,3,-13.3023080819368,-0.317148150988731,-9.43997224512137,0.166666666666667,192529
"242",-161.068440849436,0,3,-13.3023080819368,-0.317148150988731,-9.43997224512137,0.166666666666667,192529
"243",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"244",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"245",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"246",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"247",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"248",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"249",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"250",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"251",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"252",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"253",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"254",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"255",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"256",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"257",-159.922486042919,0,3,-13.2368209100735,-0.368768246163547,-9.59149710564974,0.166666666666667,192529
"258",-161.348670725316,0,3,-13.386653965064,-0.390337849869852,-9.34773308208896,0.166666666666667,192529
"259",-161.348670725316,0,3,-13.386653965064,-0.390337849869852,-9.34773308208896,0.166666666666667,192529
"260",-161.348670725316,0,3,-13.386653965064,-0.390337849869852,-9.34773308208896,0.166666666666667,192529
"261",-161.348670725316,0,3,-13.386653965064,-0.390337849869852,-9.34773308208896,0.166666666666667,192529
